time,vehicle_id,x,y,speed,lon,lat
79.6,0_55,402.48,3874.01,13.07,9.721115343669792,52.36350191737329
79.7,0_55,403.24,3872.95,13.06,9.72112217086595,52.36349610267939
79.8,0_55,404.01,3871.88,13.13,9.721129087893638,52.3634902331291
79.9,0_55,404.77,3870.81,13.13,9.721135915089798,52.36348436357803
80.0,0_55,405.54,3869.74,13.17,9.721142832117486,52.363478494026204
80.1,0_55,406.3,3868.68,13.06,9.721149659313646,52.3634726793292
80.2,0_55,407.07,3867.63,13.05,9.721156576341334,52.36346691948709
80.3,0_55,407.83,3866.56,13.13,9.721163403537492,52.36346104993293
80.4,0_55,408.59,3865.5,13.05,9.721170230733652,52.36345523523365
80.5,0_55,409.36,3864.44,13.06,9.72117714776134,52.36344942053359
80.6,0_55,410.12,3863.38,13.06,9.7211839749575,52.363443605832785
80.7,0_55,410.89,3862.31,13.16,9.721190891985186,52.36343773627552
80.8,0_55,411.65,3861.25,13.08,9.721197719181344,52.36343192157318
80.9,0_55,412.42,3860.18,13.17,9.721204636209032,52.363426052014354
81.0,0_55,413.19,3859.11,13.15,9.72121155323672,52.363420182454774
81.1,0_55,413.95,3858.05,13.07,9.72121838043288,52.36341436775011
81.2,0_55,414.72,3856.99,13.07,9.721225297460569,52.36340855304468
81.3,0_55,415.48,3855.92,13.13,9.721232124656726,52.36340268348276
81.4,0_55,416.25,3854.86,13.12,9.721239041684415,52.3633968687758
81.5,0_55,417.02,3853.79,13.15,9.721245958712103,52.36339099921233
81.6,0_55,417.78,3852.73,13.08,9.721252785908263,52.36338518450383
81.7,0_55,418.54,3851.67,13.08,9.72125961310442,52.36337936979456
81.8,0_55,419.31,3850.6,13.13,9.72126653013211,52.36337350022876
81.9,0_55,420.08,3849.54,13.11,9.721273447159797,52.36336768551796
82.0,0_55,420.84,3848.47,13.16,9.721280274355957,52.36336181595061
82.1,0_55,421.61,3847.41,13.11,9.721287191383645,52.36335600123827
82.2,0_55,422.37,3846.34,13.09,9.721294018579803,52.36335013166937
82.3,0_55,423.14,3845.28,13.06,9.72130093560749,52.36334431695549
82.4,0_55,423.9,3844.22,13.05,9.721307762803649,52.363338502240836
82.5,0_55,424.66,3843.16,13.05,9.721314589999809,52.36333268752543
82.6,0_55,425.43,3842.1,13.16,9.721321507027497,52.363326872809246
82.7,0_55,426.19,3841.03,13.07,9.721328334223656,52.36332100323649
82.8,0_55,426.96,3839.97,13.17,9.721335251251345,52.36331518851877
82.9,0_55,427.72,3838.89,13.17,9.721342078447503,52.36330926408861
83.0,0_55,428.45,3837.81,13.05,9.721348636149077,52.36330333965766
83.1,0_55,429.19,3836.73,13.08,9.721355283682179,52.363297415225915
83.2,0_55,429.93,3835.65,13.06,9.72136193121528,52.36329149079337
83.3,0_55,430.68,3834.57,13.16,9.721368668579913,52.36328556636004
83.4,0_55,431.42,3833.49,13.07,9.721375316113015,52.36327964192591
83.5,0_55,432.16,3832.41,13.11,9.721381963646119,52.36327371749098
83.6,0_55,432.9,3831.33,13.11,9.72138861117922,52.363267793055265
83.7,0_55,433.64,3830.25,13.14,9.721395258712324,52.36326186861875
83.8,0_55,434.39,3829.16,13.16,9.721401996076954,52.363255889325536
83.9,0_55,435.13,3828.08,13.15,9.721408643610056,52.36324996488744
84.0,0_55,435.87,3827.0,13.1,9.72141529114316,52.36324404044852
84.1,0_55,436.61,3825.92,13.08,9.721421938676263,52.36323811600884
84.2,0_55,437.36,3824.83,13.15,9.721428676040894,52.363232136712405
84.3,0_55,438.1,3823.75,13.1,9.721435323573996,52.36322621227111
84.4,0_55,438.84,3822.67,13.12,9.7214419711071,52.363220287829016
84.5,0_55,439.58,3821.59,13.15,9.721448618640201,52.363214363386135
84.6,0_55,440.32,3820.51,13.09,9.721455266173304,52.36320843894246
84.7,0_55,441.06,3819.43,13.08,9.721461913706404,52.363202514497985
84.8,0_55,441.81,3818.34,13.16,9.721468651071035,52.36319653519674
84.9,0_55,442.55,3817.27,13.06,9.721475298604139,52.36319066560665
85.0,0_55,443.29,3816.19,13.1,9.72148194613724,52.36318474115981
85.1,0_55,444.03,3815.11,13.09,9.721488593670344,52.36317881671215
85.2,0_55,444.77,3814.03,13.08,9.721495241203446,52.363172892263705
85.3,0_55,445.51,3812.95,13.08,9.72150188873655,52.36316696781447
85.4,0_55,446.25,3811.87,13.17,9.721508536269651,52.363161043364435
85.5,0_55,447.0,3810.79,13.1,9.721515273634282,52.36315511891361
85.6,0_55,447.74,3809.7,13.11,9.721521921167383,52.36314913960596
85.7,0_55,448.48,3808.62,13.17,9.721528568700487,52.36314321515353
85.8,0_55,449.23,3807.53,13.16,9.721535306065118,52.36313723584426
85.9,0_55,449.97,3806.45,13.11,9.72154195359822,52.36313131139024
86.0,0_55,450.71,3805.37,13.09,9.721548601131323,52.36312538693542
86.1,0_55,451.45,3804.29,13.1,9.721555248664425,52.36311946247982
86.2,0_55,452.19,3803.21,13.15,9.721561896197528,52.36311353802342
86.3,0_55,452.93,3802.13,13.05,9.72156854373063,52.363107613566214
86.4,0_55,453.67,3801.06,13.07,9.721575191263732,52.36310174396432
86.5,0_55,454.41,3799.98,13.09,9.721581838796833,52.363095819505546
86.6,0_55,455.15,3798.9,13.07,9.721588486329937,52.363089895045974
86.7,0_55,455.89,3797.82,13.07,9.721595133863039,52.363083970585606
86.8,0_55,456.63,3796.74,13.07,9.721601781396142,52.363078046124436
86.9,0_55,457.37,3795.66,13.15,9.721608428929246,52.36307212166248
87.0,0_55,458.12,3794.57,13.17,9.721615166293876,52.3630661423436
87.1,0_55,458.86,3793.49,13.1,9.721621813826978,52.36306021788004
87.2,0_55,459.6,3792.41,13.08,9.721628461360082,52.3630542934157
87.3,0_55,460.34,3791.33,13.12,9.721635108893183,52.36304836895056
87.4,0_55,461.08,3790.26,13.06,9.721641756426287,52.363042499340786
87.5,0_55,461.82,3789.18,13.1,9.721648403959389,52.36303657487406
87.6,0_55,462.56,3788.1,13.06,9.72165505149249,52.36303065040654
87.7,0_55,463.3,3787.02,13.1,9.721661699025594,52.36302472593823
87.8,0_55,464.04,3785.94,13.06,9.721668346558696,52.36301880146913
87.9,0_55,464.78,3784.86,13.12,9.7216749940918,52.363012876999235
88.0,0_55,465.53,3783.78,13.13,9.72168173145643,52.363006952528536
88.1,0_55,466.27,3782.7,13.08,9.721688378989532,52.36300102805704
88.2,0_55,467.01,3781.61,13.14,9.721695026522635,52.36299504872853
88.3,0_55,467.75,3780.53,13.13,9.721701674055737,52.36298912425545
88.4,0_55,468.49,3779.45,13.09,9.721708321588839,52.36298319978156
88.5,0_55,469.24,3778.37,13.15,9.72171505895347,52.362977275306896
88.6,0_55,469.98,3777.28,13.14,9.721721706486571,52.36297129597517
88.7,0_55,470.72,3776.21,13.04,9.721728354019675,52.36296542635516
88.8,0_55,471.46,3775.13,13.07,9.721735001552776,52.3629595018781
88.9,0_55,472.2,3774.05,13.14,9.72174164908588,52.36295357740025
89.0,0_55,472.95,3772.96,13.16,9.72174838645051,52.36294759806531
89.1,0_55,473.69,3771.88,13.13,9.721755033983614,52.362941673585865
89.2,0_55,474.43,3770.8,13.07,9.721761681516716,52.362935749105624
89.3,0_55,475.17,3769.72,13.16,9.721768329049818,52.362929824624594
89.4,0_55,475.92,3768.63,13.12,9.721775066414448,52.362923845286446
89.5,0_55,476.65,3767.56,13.06,9.721781624116023,52.36291797566014
89.6,0_55,477.39,3766.48,13.05,9.721788271649125,52.362912051176714
89.7,0_55,478.14,3765.4,13.15,9.721795009013755,52.3629061266925
89.8,0_55,478.88,3764.32,13.07,9.721801656546859,52.36290020220749
89.9,0_55,479.62,3763.24,13.09,9.721808304079964,52.362894277721686
90.0,0_55,480.36,3762.16,13.13,9.721814951613064,52.362888353235086
90.1,0_55,481.1,3761.08,13.11,9.721821599146168,52.362882428747696
90.2,0_55,481.85,3759.99,13.16,9.721828336510798,52.36287644940314
90.3,0_55,482.59,3758.91,13.09,9.7218349840439,52.36287052491414
90.4,0_55,483.33,3757.83,13.11,9.721841631577004,52.362864600424366
90.5,0_55,484.07,3756.75,13.09,9.721848279110105,52.36285867593378
90.6,0_55,484.81,3755.68,13.05,9.721854926643209,52.36285280629882
90.7,0_55,485.55,3754.59,13.12,9.72186157417631,52.36284682695024
90.8,0_55,486.29,3753.52,13.04,9.721868221709412,52.36284095731371
90.9,0_55,487.03,3752.44,13.15,9.721874869242514,52.362835032819966
91.0,0_55,487.56,3751.16,13.05,9.721879630313522,52.36282801119671
91.1,0_55,488.0,3749.8,13.17,9.721883582900771,52.362820550720784
91.2,0_55,487.78,3748.43,13.06,9.721881606607145,52.36281303538715
91.3,0_55,487.44,3747.05,13.08,9.721878552335179,52.36280546519577
91.4,0_55,487.11,3745.67,13.1,9.721875587894743,52.362797895003084
91.5,0_55,487.39,3744.32,13.07,9.721878103177536,52.36279048937856
91.6,0_55,487.87,3742.98,13.09,9.721882415090903,52.36278313860929
91.7,0_55,488.6,3741.89,13.07,9.721888972792478,52.36277715925129
91.8,0_55,489.37,3740.83,13.14,9.721895889820164,52.362771344462004
91.9,0_55,490.14,3739.77,13.12,9.72190280684785,52.36276552967194
92.0,0_55,490.91,3738.7,13.17,9.721909723875537,52.36275966002461
92.1,0_55,491.68,3737.65,13.07,9.721916640903226,52.36275390008954
92.2,0_55,492.44,3736.59,13.1,9.721923468099385,52.36274808529719
92.3,0_55,493.21,3735.52,13.15,9.721930385127072,52.36274221564753
92.4,0_55,493.98,3734.46,13.16,9.72193730215476,52.36273640085364
92.5,0_55,494.75,3733.4,13.1,9.721944219182449,52.362730586059
92.6,0_55,495.51,3732.34,13.09,9.721951046378608,52.362724771263565
92.7,0_55,496.28,3731.27,13.16,9.721957963406297,52.362718901610805
92.8,0_55,497.05,3730.21,13.13,9.721964880433985,52.36271308681386
92.9,0_55,497.82,3729.15,13.12,9.721971797461672,52.36270727201613
